group,count,mean_score_fake,median_score_fake,mode_score_fake_rounded_4dp,std_score_fake,min_score_fake,max_score_fake
all,3000,0.4996288751358401,0.7329645156860352,0.0,0.49409107367091837,2.65435002310116e-23,0.9999960660934448
true_real,1500,0.011883326913090943,2.138516030925075e-09,0.0,0.09252403105906741,2.65435002310116e-23,0.9999308586120604
true_fake,1500,0.9873744233585894,0.9989132881164551,0.9999,0.06119881985887939,0.0034676324576139,0.9999960660934448
